Parent ID,LASRRA ID,Student ID,First Name,Last Name,Gender,State of Origin,Title,Age,Date of Birth,Email,Phone Number,Home Address,Occupation,Financial Status,Education Level,Engagement in School Activities,LGA of residence
PAR145,3585741459384328088,STU091,Temitope,Adeola,Male,Lagos,Mrs.,40,1984-02-10,temitope.adeola@gmail.com,+2347078020910,"40, Street in Ifako-Ijaye, Lagos State",Medical Professional,Low Income,Tertiary,Low,Eti-Osa
PAR146,1531520026294098589,STU025,Edward,Salam,Male,Kwara,Prof.,36,1988-01-12,edward.salam@gmail.com,+2347036724061,"71, Street in Badagry, Lagos State",Engineer,Middle Income,Secondary,Low,Mushin
PAR147,1281895706042659178,STU582,Musa,Alabi,Male,Enugu,Prof.,59,1965-10-15,musa.alabi@gmail.com,+2347033834879,"98, Avenue in Epe, Lagos State",Medical Professional,High Income,Tertiary,Medium,Ifako-Ijaye
PAR147,1281895706042659178,STU576,Musa,Alabi,Female,Gombe,Dr.,59,1965-12-27,musa.alabi@gmail.com,+2347022132198,"98, Avenue in Epe, Lagos State",Engineer,Low Income,Secondary,High,Ifako-Ijaye
PAR147,1281895706042659178,STU356,Musa,Alabi,Male,Oyo,Mrs.,59,1965-04-21,musa.alabi@gmail.com,+2347040214026,"98, Avenue in Epe, Lagos State",Civil Servant,Low Income,Secondary,Low,Ifako-Ijaye
PAR147,1281895706042659178,STU256,Musa,Alabi,Female,Lagos,Mr.,59,1965-11-01,musa.alabi@gmail.com,+2347073632249,"98, Avenue in Epe, Lagos State",Teacher,High Income,Primary,Low,Ifako-Ijaye
PAR148,9697685644058170985,STU123,Tunde,Andrew,Female,Kebbi,Prof.,38,1986-07-28,tunde.andrew@gmail.com,+2347056802956,"97, Street in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Primary,Medium,Epe
PAR149,6390942531014609407,STU072,Nanle,Mohammed,Male,Abuja,Chief,46,1978-11-27,nanle.mohammed@gmail.com,+2347060228268,"30, Road in Badagry, Lagos State",Business,High Income,Tertiary,Low,Epe
PAR149,6390942531014609407,STU175,Nanle,Mohammed,Female,Zamfara,Mr.,46,1978-08-03,nanle.mohammed@gmail.com,+2347055135227,"30, Road in Badagry, Lagos State",Engineer,High Income,Secondary,Medium,Epe
PAR149,6390942531014609407,STU544,Nanle,Mohammed,Female,Zamfara,Mrs.,46,1978-03-17,nanle.mohammed@gmail.com,+2347042252798,"30, Road in Badagry, Lagos State",Farmer,High Income,Secondary,Low,Epe
PAR150,5587454580262458596,STU352,Daniel,Nwosu,Female,Katsina,Prof.,34,1990-07-13,daniel.nwosu@gmail.com,+2347014740436,"24, Avenue in Lagos Mainland, Lagos State",Business,High Income,Tertiary,High,Agege
PAR150,5587454580262458596,STU017,Daniel,Nwosu,Female,Kaduna,Chief,34,1990-11-26,daniel.nwosu@gmail.com,+2347073852097,"24, Avenue in Lagos Mainland, Lagos State",Civil Servant,Middle Income,Tertiary,Medium,Agege
PAR150,5587454580262458596,STU485,Daniel,Nwosu,Male,Osun,Mrs.,34,1990-05-04,daniel.nwosu@gmail.com,+2347073187139,"24, Avenue in Lagos Mainland, Lagos State",Teacher,High Income,Secondary,Low,Agege
PAR151,1823645498912606064,STU488,Isah,Olayinka,Male,Ebonyi,Mrs.,51,1973-12-28,isah.olayinka@gmail.com,+2347051216287,"56, Street in Surulere, Lagos State",Medical Professional,Middle Income,Secondary,Medium,Lagos Island
PAR151,1823645498912606064,STU384,Isah,Olayinka,Female,Edo,Mr.,51,1973-08-02,isah.olayinka@gmail.com,+2347095147289,"56, Street in Surulere, Lagos State",Business,High Income,Tertiary,High,Lagos Island
PAR152,9001254542289945049,STU521,Johnson,Usman,Female,Ogun,Dr.,36,1988-07-02,johnson.usman@gmail.com,+2347030237141,"43, Road in Lagos Island, Lagos State",Teacher,Low Income,Secondary,Medium,Badagry
PAR152,9001254542289945049,STU019,Johnson,Usman,Female,Borno,Dr.,36,1988-12-06,johnson.usman@gmail.com,+2347020846331,"43, Road in Lagos Island, Lagos State",Medical Professional,Middle Income,Tertiary,High,Badagry
PAR152,9001254542289945049,STU454,Johnson,Usman,Female,Nasarawa,Mr.,36,1988-08-09,johnson.usman@gmail.com,+2347038102825,"43, Road in Lagos Island, Lagos State",Teacher,High Income,Primary,Medium,Badagry
PAR152,9001254542289945049,STU139,Johnson,Usman,Male,Bauchi,Chief,36,1988-07-21,johnson.usman@gmail.com,+2347067634397,"43, Road in Lagos Island, Lagos State",Medical Professional,Middle Income,Secondary,Medium,Badagry
PAR153,4441253050529642777,STU451,Omotola,Zarami,Male,Abia,Chief,47,1977-04-01,omotola.zarami@gmail.com,+2347010553491,"76, Avenue in Kosofe, Lagos State",Civil Servant,High Income,Primary,High,Mushin
PAR154,5642459585304616231,STU378,Daniel,Abdulaziz,Female,Gombe,Mr.,34,1990-01-10,daniel.abdulaziz@gmail.com,+2347049034245,"89, Avenue in Eti-Osa, Lagos State",Medical Professional,High Income,Tertiary,Low,Ifako-Ijaye
PAR154,5642459585304616231,STU028,Daniel,Abdulaziz,Female,Cross River,Mrs.,34,1990-06-16,daniel.abdulaziz@gmail.com,+2347058217837,"89, Avenue in Eti-Osa, Lagos State",Teacher,Low Income,Secondary,High,Ifako-Ijaye
PAR154,5642459585304616231,STU566,Daniel,Abdulaziz,Male,Kaduna,Mrs.,34,1990-04-24,daniel.abdulaziz@gmail.com,+2347012941149,"89, Avenue in Eti-Osa, Lagos State",Business,High Income,Primary,High,Ifako-Ijaye
PAR155,9084692654002838641,STU477,Temitope,Ajeigbe,Female,Ondo,Chief,50,1974-01-20,temitope.ajeigbe@gmail.com,+2347016437132,"77, Road in Amuwo-Odofin, Lagos State",Civil Servant,Low Income,Tertiary,High,Alimosho
PAR155,9084692654002838641,STU207,Temitope,Ajeigbe,Male,Adamawa,Prof.,50,1974-08-13,temitope.ajeigbe@gmail.com,+2347026588648,"77, Road in Amuwo-Odofin, Lagos State",Business,Middle Income,Secondary,Low,Alimosho
PAR155,9084692654002838641,STU281,Temitope,Ajeigbe,Male,Jigawa,Mr.,50,1974-05-14,temitope.ajeigbe@gmail.com,+2347098807116,"77, Road in Amuwo-Odofin, Lagos State",Farmer,High Income,Tertiary,Medium,Alimosho
PAR156,7629448268872366177,STU531,Mary,Chukwu,Male,Sokoto,Mr.,56,1968-02-16,mary.chukwu@gmail.com,+2347036661903,"26, Avenue in Agege, Lagos State",Business,Low Income,Secondary,Low,Ifako-Ijaye
PAR156,7629448268872366177,STU498,Mary,Chukwu,Male,Ebonyi,Prof.,56,1968-05-06,mary.chukwu@gmail.com,+2347015288944,"26, Avenue in Agege, Lagos State",Business,Middle Income,Primary,Low,Ifako-Ijaye
PAR157,7194722311367789412,STU495,Tolu,Eze,Male,Adamawa,Chief,37,1987-11-16,tolu.eze@gmail.com,+2347030017834,"55, Avenue in Amuwo-Odofin, Lagos State",Farmer,High Income,Primary,Low,Agege
PAR157,7194722311367789412,STU383,Tolu,Eze,Male,Katsina,Mrs.,37,1987-08-10,tolu.eze@gmail.com,+2347045450260,"55, Avenue in Amuwo-Odofin, Lagos State",Medical Professional,Low Income,Primary,High,Agege
PAR157,7194722311367789412,STU065,Tolu,Eze,Male,Sokoto,Dr.,37,1987-11-11,tolu.eze@gmail.com,+2347067176108,"55, Avenue in Amuwo-Odofin, Lagos State",Civil Servant,Low Income,Primary,High,Agege
PAR157,7194722311367789412,STU493,Tolu,Eze,Male,Bauchi,Mrs.,37,1987-06-12,tolu.eze@gmail.com,+2347068749047,"55, Avenue in Amuwo-Odofin, Lagos State",Business,Middle Income,Tertiary,High,Agege
PAR158,4696520134150854684,STU560,Amadi,Omora,Female,Edo,Dr.,40,1984-07-23,amadi.omora@gmail.com,+2347074188958,"72, Road in Lagos Island, Lagos State",Medical Professional,High Income,Primary,High,Kosofe
PAR158,4696520134150854684,STU585,Amadi,Omora,Male,Nasarawa,Mrs.,40,1984-02-14,amadi.omora@gmail.com,+2347089289163,"72, Road in Lagos Island, Lagos State",Medical Professional,High Income,Tertiary,Medium,Kosofe
PAR158,4696520134150854684,STU277,Amadi,Omora,Male,Imo,Dr.,40,1984-10-01,amadi.omora@gmail.com,+2347027536261,"72, Road in Lagos Island, Lagos State",Medical Professional,Middle Income,Primary,Medium,Kosofe
PAR159,3898333509991815436,STU474,Victor,Ogbozor,Male,Ogun,Chief,32,1992-12-19,victor.ogbozor@gmail.com,+2347040062746,"17, Street in Eti-Osa, Lagos State",Civil Servant,Middle Income,Tertiary,Low,Shomolu
PAR159,3898333509991815436,STU574,Victor,Ogbozor,Male,Cross River,Mrs.,32,1992-08-12,victor.ogbozor@gmail.com,+2347099081734,"17, Street in Eti-Osa, Lagos State",Civil Servant,High Income,Secondary,High,Shomolu
PAR159,3898333509991815436,STU520,Victor,Ogbozor,Male,Abuja,Mrs.,32,1992-09-28,victor.ogbozor@gmail.com,+2347072986894,"17, Street in Eti-Osa, Lagos State",Medical Professional,Low Income,Primary,Medium,Shomolu
PAR159,3898333509991815436,STU537,Victor,Ogbozor,Female,Kano,Dr.,32,1992-05-02,victor.ogbozor@gmail.com,+2347078038903,"17, Street in Eti-Osa, Lagos State",Teacher,High Income,Tertiary,Medium,Shomolu
PAR160,5096919209127655712,STU263,Zayyanu,Afolayan,Female,Benue,Prof.,37,1987-08-11,zayyanu.afolayan@gmail.com,+2347025932563,"45, Street in Ikorodu, Lagos State",Medical Professional,High Income,Tertiary,High,Apapa
PAR160,5096919209127655712,STU360,Zayyanu,Afolayan,Male,Akwa Ibom,Prof.,37,1987-01-18,zayyanu.afolayan@gmail.com,+2347083698792,"45, Street in Ikorodu, Lagos State",Farmer,Low Income,Tertiary,Low,Apapa
PAR160,5096919209127655712,STU272,Zayyanu,Afolayan,Female,Lagos,Chief,37,1987-04-21,zayyanu.afolayan@gmail.com,+2347071231190,"45, Street in Ikorodu, Lagos State",Engineer,Middle Income,Primary,High,Apapa
PAR160,5096919209127655712,STU271,Zayyanu,Afolayan,Female,Anambra,Chief,37,1987-10-20,zayyanu.afolayan@gmail.com,+2347073502927,"45, Street in Ikorodu, Lagos State",Civil Servant,High Income,Secondary,Low,Apapa
PAR161,4148463705198426809,STU448,Blessing,Jayeola,Female,Sokoto,Chief,33,1991-09-12,blessing.jayeola@gmail.com,+2347024270328,"43, Road in Amuwo-Odofin, Lagos State",Farmer,Low Income,Secondary,High,Oshodi-Isolo
PAR161,4148463705198426809,STU151,Blessing,Jayeola,Female,Plateau,Dr.,33,1991-10-07,blessing.jayeola@gmail.com,+2347035171649,"43, Road in Amuwo-Odofin, Lagos State",Farmer,Middle Income,Primary,Medium,Oshodi-Isolo
PAR161,4148463705198426809,STU428,Blessing,Jayeola,Male,Anambra,Mr.,33,1991-07-02,blessing.jayeola@gmail.com,+2347094992096,"43, Road in Amuwo-Odofin, Lagos State",Civil Servant,High Income,Primary,Medium,Oshodi-Isolo
PAR161,4148463705198426809,STU327,Blessing,Jayeola,Female,Lagos,Mrs.,33,1991-08-01,blessing.jayeola@gmail.com,+2347081184297,"43, Road in Amuwo-Odofin, Lagos State",Civil Servant,Low Income,Tertiary,Medium,Oshodi-Isolo
PAR162,6336222389776348966,STU579,Daniel,Osakwe,Male,Bauchi,Mr.,46,1978-07-22,daniel.osakwe@gmail.com,+2347090603922,"65, Street in Amuwo-Odofin, Lagos State",Business,Middle Income,Tertiary,Medium,Kosofe
PAR162,6336222389776348966,STU533,Daniel,Osakwe,Female,Kano,Dr.,46,1978-07-11,daniel.osakwe@gmail.com,+2347049483304,"65, Street in Amuwo-Odofin, Lagos State",Medical Professional,Low Income,Primary,Medium,Kosofe
PAR162,6336222389776348966,STU163,Daniel,Osakwe,Female,Osun,Dr.,46,1978-12-24,daniel.osakwe@gmail.com,+2347084300459,"65, Street in Amuwo-Odofin, Lagos State",Civil Servant,Low Income,Primary,High,Kosofe
PAR162,6336222389776348966,STU333,Daniel,Osakwe,Female,Ebonyi,Mrs.,46,1978-12-21,daniel.osakwe@gmail.com,+2347033865616,"65, Street in Amuwo-Odofin, Lagos State",Business,High Income,Tertiary,Low,Kosofe
PAR163,5430630536313149574,STU463,Jafar,Yusuf,Female,Ondo,Dr.,33,1991-07-26,jafar.yusuf@gmail.com,+2347011714029,"13, Avenue in Amuwo-Odofin, Lagos State",Business,Low Income,Primary,Medium,Lagos Mainland
PAR163,5430630536313149574,STU240,Jafar,Yusuf,Male,Nasarawa,Mr.,33,1991-04-09,jafar.yusuf@gmail.com,+2347031600382,"13, Avenue in Amuwo-Odofin, Lagos State",Engineer,High Income,Secondary,High,Lagos Mainland
PAR163,5430630536313149574,STU528,Jafar,Yusuf,Male,Sokoto,Mrs.,33,1991-09-02,jafar.yusuf@gmail.com,+2347058141541,"13, Avenue in Amuwo-Odofin, Lagos State",Medical Professional,Low Income,Tertiary,Low,Lagos Mainland
PAR164,3191431455849976712,STU152,Betty,Taiwo,Female,Nasarawa,Prof.,50,1974-07-14,betty.taiwo@gmail.com,+2347051963706,"18, Street in Eti-Osa, Lagos State",Business,Low Income,Primary,Low,Ikorodu
PAR164,3191431455849976712,STU176,Betty,Taiwo,Female,Yobe,Chief,50,1974-08-27,betty.taiwo@gmail.com,+2347040272606,"18, Street in Eti-Osa, Lagos State",Civil Servant,High Income,Tertiary,Low,Ikorodu
PAR165,6565262567691718562,STU417,Sani,Egbon,Male,Yobe,Dr.,48,1976-08-06,sani.egbon@gmail.com,+2347019995059,"14, Street in Alimosho, Lagos State",Teacher,Low Income,Tertiary,Low,Ikorodu
PAR165,6565262567691718562,STU104,Sani,Egbon,Male,Imo,Mr.,48,1976-07-09,sani.egbon@gmail.com,+2347084705402,"14, Street in Alimosho, Lagos State",Engineer,Low Income,Primary,Low,Ikorodu
PAR165,6565262567691718562,STU459,Sani,Egbon,Female,Abuja,Dr.,48,1976-08-23,sani.egbon@gmail.com,+2347030777669,"14, Street in Alimosho, Lagos State",Farmer,Low Income,Secondary,Low,Ikorodu
PAR166,7104859710632494484,STU529,Emmanuel,Okolie,Female,Ekiti,Chief,59,1965-09-12,emmanuel.okolie@gmail.com,+2347019781894,"6, Avenue in Ifako-Ijaye, Lagos State",Civil Servant,Middle Income,Tertiary,High,Epe
PAR167,4836288566410641706,STU131,Abiodun,Ekpe,Female,Benue,Dr.,32,1992-04-07,abiodun.ekpe@gmail.com,+2347099031246,"34, Road in Badagry, Lagos State",Engineer,Middle Income,Secondary,Medium,Badagry
PAR167,4836288566410641706,STU089,Abiodun,Ekpe,Male,Ogun,Prof.,32,1992-09-27,abiodun.ekpe@gmail.com,+2347097147586,"34, Road in Badagry, Lagos State",Farmer,Low Income,Tertiary,Medium,Badagry
PAR168,6728928782680185106,STU258,Oleje,Olorunfemi,Male,Kwara,Dr.,58,1966-07-26,oleje.olorunfemi@gmail.com,+2347025216804,"59, Avenue in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Tertiary,Low,Epe
PAR168,6728928782680185106,STU409,Oleje,Olorunfemi,Female,Kogi,Chief,58,1966-06-17,oleje.olorunfemi@gmail.com,+2347078281335,"59, Avenue in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Primary,Medium,Epe
PAR168,6728928782680185106,STU042,Oleje,Olorunfemi,Male,Abia,Chief,58,1966-02-04,oleje.olorunfemi@gmail.com,+2347032467350,"59, Avenue in Ifako-Ijaye, Lagos State",Business,High Income,Primary,Low,Epe
PAR168,6728928782680185106,STU297,Oleje,Olorunfemi,Male,Jigawa,Mrs.,58,1966-11-14,oleje.olorunfemi@gmail.com,+2347023948820,"59, Avenue in Ifako-Ijaye, Lagos State",Teacher,High Income,Tertiary,Low,Epe
PAR169,7327634853499255975,STU453,Agai,Anjorin,Male,Kogi,Prof.,56,1968-12-11,agai.anjorin@gmail.com,+2347015085015,"16, Street in Kosofe, Lagos State",Farmer,Low Income,Primary,High,Apapa
PAR169,7327634853499255975,STU470,Agai,Anjorin,Female,Osun,Mr.,56,1968-10-27,agai.anjorin@gmail.com,+2347040554079,"16, Street in Kosofe, Lagos State",Engineer,Middle Income,Secondary,Medium,Apapa
PAR169,7327634853499255975,STU551,Agai,Anjorin,Female,Cross River,Dr.,56,1968-01-13,agai.anjorin@gmail.com,+2347025878730,"16, Street in Kosofe, Lagos State",Business,Low Income,Tertiary,Low,Apapa
PAR169,7327634853499255975,STU094,Agai,Anjorin,Male,Kwara,Mr.,56,1968-06-17,agai.anjorin@gmail.com,+2347024245271,"16, Street in Kosofe, Lagos State",Engineer,High Income,Secondary,Low,Apapa
PAR170,4644276565428425215,STU194,Ibrahim,Elaigwu,Male,Rivers,Mrs.,54,1970-09-08,ibrahim.elaigwu@gmail.com,+2347028304809,"57, Road in Lagos Island, Lagos State",Civil Servant,Middle Income,Tertiary,Medium,Ajeromi-Ifelodun
PAR171,9757269897808420466,STU339,Agai,Abdulqadir,Male,Osun,Chief,51,1973-03-04,agai.abdulqadir@gmail.com,+2347015606696,"61, Road in Ikeja, Lagos State",Farmer,High Income,Tertiary,Medium,Lagos Mainland
PAR171,9757269897808420466,STU510,Agai,Abdulqadir,Male,Zamfara,Mrs.,51,1973-12-24,agai.abdulqadir@gmail.com,+2347056150987,"61, Road in Ikeja, Lagos State",Teacher,Middle Income,Tertiary,Low,Lagos Mainland
PAR172,8699194747242163075,STU443,Tolu,Ibiam,Female,Yobe,Mr.,35,1989-03-22,tolu.ibiam@gmail.com,+2347086140729,"86, Road in Ifako-Ijaye, Lagos State",Farmer,High Income,Secondary,Low,Oshodi-Isolo
PAR172,8699194747242163075,STU105,Tolu,Ibiam,Male,Sokoto,Mr.,35,1989-05-04,tolu.ibiam@gmail.com,+2347036496940,"86, Road in Ifako-Ijaye, Lagos State",Civil Servant,High Income,Secondary,Medium,Oshodi-Isolo
PAR173,3629925943126035860,STU001,Khadijah,Femi,Male,Yobe,Dr.,51,1973-08-15,khadijah.femi@gmail.com,+2347054069864,"49, Avenue in Badagry, Lagos State",Business,High Income,Secondary,Low,Oshodi-Isolo
PAR173,3629925943126035860,STU599,Khadijah,Femi,Male,Oyo,Chief,51,1973-06-26,khadijah.femi@gmail.com,+2347052457517,"49, Avenue in Badagry, Lagos State",Medical Professional,Low Income,Primary,Medium,Oshodi-Isolo
PAR173,3629925943126035860,STU389,Khadijah,Femi,Male,Kaduna,Prof.,51,1973-05-27,khadijah.femi@gmail.com,+2347058249394,"49, Avenue in Badagry, Lagos State",Teacher,High Income,Tertiary,Medium,Oshodi-Isolo
PAR174,3817480003834814638,STU355,Lovina,Njoku,Female,Osun,Mr.,44,1980-03-21,lovina.njoku@gmail.com,+2347091420187,"5, Road in Eti-Osa, Lagos State",Farmer,Middle Income,Primary,Low,Lagos Mainland
PAR174,3817480003834814638,STU259,Lovina,Njoku,Male,Katsina,Mr.,44,1980-12-03,lovina.njoku@gmail.com,+2347012500515,"5, Road in Eti-Osa, Lagos State",Business,High Income,Primary,Low,Lagos Mainland
PAR174,3817480003834814638,STU315,Lovina,Njoku,Female,Jigawa,Mr.,44,1980-09-09,lovina.njoku@gmail.com,+2347082943217,"5, Road in Eti-Osa, Lagos State",Business,Middle Income,Tertiary,High,Lagos Mainland
PAR174,3817480003834814638,STU395,Lovina,Njoku,Female,Akwa Ibom,Mrs.,44,1980-10-24,lovina.njoku@gmail.com,+2347049057246,"5, Road in Eti-Osa, Lagos State",Teacher,Middle Income,Tertiary,Low,Lagos Mainland
PAR175,7112130240580297449,STU380,Fatima,Nnamdi,Male,Gombe,Chief,41,1983-03-15,fatima.nnamdi@gmail.com,+2347031370471,"98, Road in Epe, Lagos State",Teacher,High Income,Tertiary,Low,Badagry
PAR176,4309304784144419364,STU501,Johnson,Ebi,Male,Kaduna,Prof.,53,1971-04-03,johnson.ebi@gmail.com,+2347045481411,"81, Road in Agege, Lagos State",Engineer,Low Income,Primary,Low,Amuwo-Odofin
PAR176,4309304784144419364,STU322,Johnson,Ebi,Male,Ogun,Dr.,53,1971-07-16,johnson.ebi@gmail.com,+2347071021210,"81, Road in Agege, Lagos State",Farmer,Low Income,Tertiary,Medium,Amuwo-Odofin
PAR177,8652144364133642769,STU519,Ugonma,Osanyintipin,Female,Katsina,Chief,60,1964-09-19,ugonma.osanyintipin@gmail.com,+2347033333727,"1, Avenue in Ajeromi-Ifelodun, Lagos State",Medical Professional,High Income,Secondary,Medium,Badagry
PAR178,9367834467137563548,STU316,Sunday,Okolie,Male,Ogun,Prof.,38,1986-06-27,sunday.okolie@gmail.com,+2347056309454,"38, Avenue in Alimosho, Lagos State",Medical Professional,Middle Income,Tertiary,High,Surulere
PAR179,5745805555216158150,STU546,Joy,Ogidi,Female,Jigawa,Mrs.,35,1989-03-06,joy.ogidi@gmail.com,+2347058616740,"50, Street in Apapa, Lagos State",Business,High Income,Primary,Low,Oshodi-Isolo
PAR179,5745805555216158150,STU496,Joy,Ogidi,Male,Bayelsa,Dr.,35,1989-12-04,joy.ogidi@gmail.com,+2347074628070,"50, Street in Apapa, Lagos State",Civil Servant,Middle Income,Secondary,High,Oshodi-Isolo
PAR180,3247461909697594904,STU449,Agai,Anjorin,Male,Bauchi,Chief,56,1968-10-06,agai.anjorin@gmail.com,+2347028082355,"98, Street in Ajeromi-Ifelodun, Lagos State",Civil Servant,High Income,Primary,Low,Ojo
PAR180,3247461909697594904,STU562,Agai,Anjorin,Male,Nasarawa,Mrs.,56,1968-05-06,agai.anjorin@gmail.com,+2347079342339,"98, Street in Ajeromi-Ifelodun, Lagos State",Medical Professional,High Income,Tertiary,Low,Ojo
PAR181,1790890383058877143,STU018,Lilian,Okorie,Male,Delta,Chief,53,1971-08-28,lilian.okorie@gmail.com,+2347074648438,"97, Road in Epe, Lagos State",Teacher,Low Income,Secondary,Low,Eti-Osa
PAR182,7084185820184104427,STU503,Binam,Yusuf,Female,Gombe,Dr.,48,1976-08-20,binam.yusuf@gmail.com,+2347089268452,"76, Street in Lagos Island, Lagos State",Farmer,Low Income,Secondary,Medium,Kosofe
PAR182,7084185820184104427,STU436,Binam,Yusuf,Male,Plateau,Mr.,48,1976-04-17,binam.yusuf@gmail.com,+2347077693989,"76, Street in Lagos Island, Lagos State",Civil Servant,Middle Income,Primary,Low,Kosofe
PAR183,1360048751677367738,STU059,Zahra,Ajayi,Male,Benue,Prof.,45,1979-11-05,zahra.ajayi@gmail.com,+2347090996996,"24, Road in Surulere, Lagos State",Business,Low Income,Tertiary,Low,Epe
PAR184,1400647455209978961,STU114,Adeola,Musa,Female,Kaduna,Prof.,43,1981-07-12,adeola.musa@gmail.com,+2347089060695,"97, Avenue in Ifako-Ijaye, Lagos State",Civil Servant,High Income,Tertiary,High,Lagos Mainland
PAR184,1400647455209978961,STU289,Adeola,Musa,Female,Bauchi,Dr.,43,1981-08-25,adeola.musa@gmail.com,+2347041207351,"97, Avenue in Ifako-Ijaye, Lagos State",Farmer,Middle Income,Tertiary,Low,Lagos Mainland
PAR184,1400647455209978961,STU049,Adeola,Musa,Female,Katsina,Mrs.,43,1981-01-23,adeola.musa@gmail.com,+2347010954835,"97, Avenue in Ifako-Ijaye, Lagos State",Business,High Income,Primary,Low,Lagos Mainland
PAR184,1400647455209978961,STU013,Adeola,Musa,Male,Imo,Mrs.,43,1981-12-26,adeola.musa@gmail.com,+2347052399610,"97, Avenue in Ifako-Ijaye, Lagos State",Medical Professional,Middle Income,Primary,High,Lagos Mainland
PAR185,8885770289716707073,STU430,Anzaku,Olorunfemi,Female,Oyo,Dr.,48,1976-10-09,anzaku.olorunfemi@gmail.com,+2347063345392,"71, Road in Amuwo-Odofin, Lagos State",Teacher,Middle Income,Tertiary,Low,Shomolu
PAR185,8885770289716707073,STU154,Anzaku,Olorunfemi,Female,Taraba,Dr.,48,1976-09-18,anzaku.olorunfemi@gmail.com,+2347074929189,"71, Road in Amuwo-Odofin, Lagos State",Engineer,Middle Income,Tertiary,Medium,Shomolu
PAR185,8885770289716707073,STU121,Anzaku,Olorunfemi,Female,Bauchi,Mr.,48,1976-12-08,anzaku.olorunfemi@gmail.com,+2347069940949,"71, Road in Amuwo-Odofin, Lagos State",Civil Servant,Low Income,Primary,High,Shomolu
PAR185,8885770289716707073,STU584,Anzaku,Olorunfemi,Female,Anambra,Chief,48,1976-10-23,anzaku.olorunfemi@gmail.com,+2347016986408,"71, Road in Amuwo-Odofin, Lagos State",Teacher,Middle Income,Tertiary,High,Shomolu
PAR186,6536287018310780722,STU241,Bashar,Akinbode,Female,Benue,Mr.,34,1990-05-08,bashar.akinbode@gmail.com,+2347059772648,"62, Road in Ifako-Ijaye, Lagos State",Farmer,High Income,Primary,Low,Amuwo-Odofin
PAR187,5805427962993908119,STU252,Rasaki,Kolapo,Female,Nasarawa,Mrs.,42,1982-11-16,rasaki.kolapo@gmail.com,+2347068917831,"74, Avenue in Shomolu, Lagos State",Farmer,Low Income,Tertiary,Low,Epe
PAR187,5805427962993908119,STU143,Rasaki,Kolapo,Female,Yobe,Mr.,42,1982-10-17,rasaki.kolapo@gmail.com,+2347079231333,"74, Avenue in Shomolu, Lagos State",Civil Servant,Low Income,Tertiary,High,Epe
PAR187,5805427962993908119,STU179,Rasaki,Kolapo,Male,Enugu,Mrs.,42,1982-11-01,rasaki.kolapo@gmail.com,+2347031131878,"74, Avenue in Shomolu, Lagos State",Farmer,Middle Income,Secondary,Medium,Epe
PAR187,5805427962993908119,STU472,Rasaki,Kolapo,Female,Akwa Ibom,Chief,42,1982-04-17,rasaki.kolapo@gmail.com,+2347012062459,"74, Avenue in Shomolu, Lagos State",Civil Servant,High Income,Primary,High,Epe
PAR188,6376602582330246954,STU427,Philip,Ene,Female,Ebonyi,Dr.,56,1968-04-20,philip.ene@gmail.com,+2347036108729,"80, Street in Eti-Osa, Lagos State",Medical Professional,Middle Income,Tertiary,High,Ikorodu
PAR188,6376602582330246954,STU303,Philip,Ene,Female,Taraba,Prof.,56,1968-09-04,philip.ene@gmail.com,+2347084978145,"80, Street in Eti-Osa, Lagos State",Farmer,High Income,Secondary,Medium,Ikorodu
PAR188,6376602582330246954,STU567,Philip,Ene,Male,Lagos,Dr.,56,1968-09-27,philip.ene@gmail.com,+2347087160950,"80, Street in Eti-Osa, Lagos State",Engineer,High Income,Secondary,Medium,Ikorodu
PAR189,8153636341947022752,STU489,Emmanuel,Lawal,Female,Edo,Chief,37,1987-01-16,emmanuel.lawal@gmail.com,+2347025605267,"2, Avenue in Lagos Island, Lagos State",Engineer,Low Income,Secondary,Low,Lagos Island
PAR189,8153636341947022752,STU280,Emmanuel,Lawal,Male,Kaduna,Dr.,37,1987-07-12,emmanuel.lawal@gmail.com,+2347079324022,"2, Avenue in Lagos Island, Lagos State",Business,Low Income,Tertiary,Medium,Lagos Island
PAR189,8153636341947022752,STU411,Emmanuel,Lawal,Male,Sokoto,Mr.,37,1987-07-22,emmanuel.lawal@gmail.com,+2347055901507,"2, Avenue in Lagos Island, Lagos State",Farmer,High Income,Primary,Medium,Lagos Island
PAR189,8153636341947022752,STU161,Emmanuel,Lawal,Female,Ebonyi,Mrs.,37,1987-10-09,emmanuel.lawal@gmail.com,+2347034532913,"2, Avenue in Lagos Island, Lagos State",Civil Servant,High Income,Primary,Medium,Lagos Island
PAR190,3447932539842334048,STU532,Gbenga,Yusuf,Male,Kaduna,Mrs.,53,1971-04-27,gbenga.yusuf@gmail.com,+2347093026670,"18, Avenue in Agege, Lagos State",Engineer,Low Income,Primary,High,Oshodi-Isolo
PAR190,3447932539842334048,STU478,Gbenga,Yusuf,Male,Ekiti,Chief,53,1971-01-25,gbenga.yusuf@gmail.com,+2347082675403,"18, Avenue in Agege, Lagos State",Farmer,Middle Income,Secondary,Low,Oshodi-Isolo
